,Date,DstDomain,DstUser,LogonTypeName,AttemptedLogons,MAX_TimeGenerated [UTC],MIN_TimeGenerated [UTC],SuccessfulLogons,FailedLogons,ComputerDomainsAccessed,DistinctAuthenticationPackage,ComputersAccessed,DistinctSrcIp,DistinctSrcHostName,ComputersSuccessfulAccess,ComputerDomainsSuccessfulAccess,SrcIpSuccessfulAccess,SrcHostNameSuccessfulAccess,ActiveMilliseconds,FailedLogons_mean,SuccessfulLogons_mean,ComputersSuccessfulAccess_mean,SrcIpSuccessfulAccess_mean,FailedLogons_std,SuccessfulLogons_std,ComputersSuccessfulAccess_std,SrcIpSuccessfulAccess_std,FailedLogons_zscore,SuccessfulLogons_zscore,ComputersSuccessfulAccess_zscore,SrcIpSuccessfulAccess_zscore,anomaly,score
0,9/19/2022,CONTOSO,ACC-01,3 - Network,238,"9/19/2022, 11:29:46.297 PM","9/19/2022, 12:17:46.373 AM",238,0,1,1,2,1,1,2,1,1,1,83519924,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
1,9/24/2022,CONTOSO,ACC-01,3 - Network,111,"9/24/2022, 9:58:13.253 AM","9/24/2022, 12:00:42.307 AM",111,0,1,1,2,1,1,2,1,1,1,35850946,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
2,9/23/2022,CONTOSO,ACC-01,3 - Network,253,"9/23/2022, 11:47:53.827 PM","9/23/2022, 12:00:44.773 AM",253,0,1,1,2,1,1,2,1,1,1,85629054,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.01784814032485308,0.0,0.0,1,-0.33433643823187276
3,9/18/2022,CONTOSO,ACC-01,3 - Network,227,"9/18/2022, 11:44:46.407 PM","9/18/2022, 12:48:30.043 AM",227,0,1,1,2,1,1,2,1,1,1,82576364,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
4,9/11/2022,CONTOSO,ACC-01,3 - Network,227,"9/11/2022, 11:25:59.437 PM","9/11/2022, 12:18:42.917 AM",227,0,1,1,2,1,1,2,1,1,1,83236520,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
5,9/6/2022,CONTOSO,ACC-01,3 - Network,20,"9/6/2022, 6:23:36.923 PM","9/6/2022, 1:07:35.663 PM",20,0,1,1,7,1,1,7,1,1,1,18961260,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.669476219569699,0.0,1,-0.09617984387692335
6,9/26/2022,CONTOSO,ACC-01,3 - Network,1,"9/26/2022, 12:10:03.863 PM","9/26/2022, 12:10:03.863 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
7,9/14/2022,CONTOSO,ACC-01,3 - Network,1,"9/14/2022, 12:28:22.620 AM","9/14/2022, 12:28:22.620 AM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
8,9/13/2022,CONTOSO,ACC-01,3 - Network,4,"9/13/2022, 7:45:46.250 PM","9/13/2022, 7:42:05.493 PM",4,0,1,1,1,1,1,1,1,1,1,220757,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
9,9/21/2022,CONTOSO,ACC-01,3 - Network,1,"9/21/2022, 1:32:41.577 PM","9/21/2022, 1:32:41.577 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
10,9/12/2022,CONTOSO,ACC-01,3 - Network,1,"9/12/2022, 12:17:02.537 PM","9/12/2022, 12:17:02.537 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
11,9/7/2022,CONTOSO,ACC-01,3 - Network,265,"9/7/2022, 11:31:45.850 PM","9/7/2022, 12:01:17.187 AM",265,0,1,1,3,2,1,3,1,2,1,84628663,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.046253929498075774,0.18313612541843038,0.0,1,-0.2270362400303199
12,9/10/2022,CONTOSO,ACC-01,3 - Network,258,"9/10/2022, 11:46:29.167 PM","9/10/2022, 12:24:59.557 AM",258,0,1,1,2,2,1,2,1,2,1,84089610,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.029910459183985307,0.0,0.0,1,-0.32933075070052037
13,9/17/2022,CONTOSO,ACC-01,3 - Network,242,"9/17/2022, 11:43:23.513 PM","9/17/2022, 12:08:34.020 AM",242,0,1,1,2,2,1,2,1,2,1,84889493,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
14,9/20/2022,CONTOSO,ACC-01,3 - Network,12,"9/20/2022, 2:08:45.117 PM","9/20/2022, 2:08:40.677 PM",12,0,1,1,1,2,1,1,1,2,1,4440,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.0,0.0,0.0,1,-0.37218636438900016
15,9/26/2022,CONTOSO,ACC-01,3 - Network,271,"9/26/2022, 11:49:29.003 PM","9/26/2022, 12:09:29.867 PM",271,0,1,1,2,3,1,2,1,3,1,41999136,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.05978917633395872,0.0,0.11264325134021595,1,-0.22682624590700112
16,9/16/2022,CONTOSO,ACC-01,3 - Network,368,"9/16/2022, 11:28:02.630 PM","9/16/2022, 12:06:18.263 AM",368,0,1,1,3,3,1,3,1,3,1,84104367,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.2347441883733108,0.18313612541843038,0.11264325134021595,1,-0.21466485518298462
17,9/13/2022,CONTOSO,ACC-01,3 - Network,398,"9/13/2022, 11:46:24.763 PM","9/13/2022, 12:12:01.900 AM",398,0,1,1,3,3,1,3,1,3,1,84862863,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.27714351901733214,0.18313612541843038,0.11264325134021595,1,-0.20695067499845743
18,9/8/2022,CONTOSO,ACC-01,3 - Network,354,"9/8/2022, 11:49:01.397 PM","9/8/2022, 12:26:32.490 AM",354,0,1,1,2,3,1,2,1,3,1,84148907,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.21344595890064577,0.0,0.11264325134021595,1,-0.22471571726894796
19,9/9/2022,CONTOSO,ACC-01,3 - Network,385,"9/9/2022, 11:56:14.607 PM","9/9/2022, 12:11:50.333 AM",385,0,1,1,2,3,1,2,1,3,1,85464274,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.2592763036339525,0.0,0.11264325134021595,1,-0.20298937907896092
20,9/22/2022,CONTOSO,ACC-01,3 - Network,427,"9/22/2022, 11:09:07.870 PM","9/22/2022, 12:00:48.540 AM",427,0,1,1,3,4,1,3,1,4,1,83299330,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.31453549511802503,0.18313612541843038,0.28128806105846466,1,-0.18031698284413777
21,9/15/2022,CONTOSO,ACC-01,3 - Network,365,"9/15/2022, 11:36:07.283 PM","9/15/2022, 12:20:28.270 AM",365,0,1,1,2,4,1,2,1,4,1,83739013,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.23026738930604523,0.0,0.28128806105846466,1,-0.17435549198328282
22,9/20/2022,CONTOSO,ACC-01,3 - Network,484,"9/20/2022, 11:21:47.997 PM","9/20/2022, 12:17:48.280 AM",484,0,1,1,3,5,1,3,1,5,1,83039717,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.3797965871644107,0.18313612541843038,0.4024551401330255,1,-0.18303148416905457
23,9/21/2022,CONTOSO,ACC-01,3 - Network,425,"9/21/2022, 11:51:14.807 PM","9/21/2022, 12:05:36.353 AM",425,0,1,1,3,5,1,3,1,5,1,85538454,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.31205757712228765,0.18313612541843038,0.4024551401330255,1,-0.20174962412231118
24,9/14/2022,CONTOSO,ACC-01,3 - Network,503,"9/14/2022, 11:39:35.870 PM","9/14/2022, 12:14:39.220 AM",503,0,1,1,4,5,1,4,1,5,1,84296650,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.39953909971590346,0.3638612649557232,0.4024551401330255,1,-0.15979842306871095
25,9/12/2022,CONTOSO,ACC-01,3 - Network,479,"9/12/2022, 11:51:31.533 PM","9/12/2022, 12:09:20.570 AM",479,0,1,1,4,5,1,4,1,5,1,85330963,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.37444849629479443,0.3638612649557232,0.4024551401330255,1,-0.1702374903725894
26,9/6/2022,CONTOSO,ACC-01,3 - Network,318,"9/6/2022, 11:26:20.940 PM","9/6/2022, 12:14:15.163 AM",318,0,1,1,2,6,1,2,1,6,1,83525777,0.0,245.85185185185185,2.3333333333333335,2.5185185185185186,0.0,170.3845658646941,1.270977818604485,1.6259995829872294,0.0,0.15334007464801686,0.0,0.4970863353228277,1,-0.10370366620637428
27,9/7/2022,CONTOSO,ACC-02,3 - Network,7475,"9/7/2022, 11:31:07.597 PM","9/7/2022, 12:00:19.370 AM",7475,0,1,1,1,1,1,1,1,1,1,84648227,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.17504127280101836,0.0,0.0,1,-0.26950657250734517
28,9/10/2022,CONTOSO,ACC-02,3 - Network,11176,"9/10/2022, 11:59:53.867 PM","9/10/2022, 12:00:01.923 AM",11176,0,1,1,2,1,1,2,1,1,1,86391944,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3537042890083585,0.04016057372182944,0.0,1,-0.185317768023479
29,9/22/2022,CONTOSO,ACC-02,3 - Network,114,"9/22/2022, 11:57:03.257 PM","9/22/2022, 12:20:04.133 AM",114,0,1,1,1,1,1,1,1,1,1,85019124,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
30,9/26/2022,CONTOSO,ACC-02,3 - Network,7523,"9/26/2022, 9:26:26.390 PM","9/26/2022, 12:00:32.823 AM",7523,0,1,1,1,1,1,1,1,1,1,77153567,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.1778983185321896,0.0,0.0,1,-0.26730274348110633
31,9/6/2022,CONTOSO,ACC-02,3 - Network,5784,"9/6/2022, 11:59:51.637 PM","9/6/2022, 12:00:17.547 AM",5784,0,1,1,1,1,1,1,1,1,1,86374090,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.060107054314555576,0.0,0.0,1,-0.30007001777259457
32,9/21/2022,CONTOSO,ACC-02,3 - Network,147,"9/21/2022, 10:17:55.990 PM","9/21/2022, 12:20:47.180 AM",147,0,1,1,1,1,1,1,1,1,1,79028810,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
33,9/13/2022,CONTOSO,ACC-02,3 - Network,107,"9/13/2022, 11:13:46.120 PM","9/13/2022, 12:10:30.343 AM",107,0,1,1,1,1,1,1,1,1,1,82995777,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
34,9/24/2022,CONTOSO,ACC-02,3 - Network,10957,"9/24/2022, 11:59:43.723 PM","9/24/2022, 12:00:01.777 AM",10957,0,1,1,2,1,1,2,1,1,1,86381946,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3449492817805369,0.04016057372182944,0.0,1,-0.1868153014375512
35,9/23/2022,CONTOSO,ACC-02,3 - Network,5483,"9/23/2022, 11:31:03.187 PM","9/23/2022, 1:37:55.243 AM",5483,0,1,1,1,1,1,1,1,1,1,78787944,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.03603082465938246,0.0,0.0,1,-0.322410218636245
36,9/25/2022,CONTOSO,ACC-02,3 - Network,3681,"9/25/2022, 11:59:46.180 PM","9/25/2022, 1:51:56.690 AM",3681,0,1,1,1,1,1,1,1,1,1,79669490,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
37,9/25/2022,CONTOSO,ACC-02,3 - Network,7403,"9/25/2022, 10:39:03.183 PM","9/25/2022, 12:00:23.100 AM",7403,0,1,1,2,1,1,2,1,1,1,81520083,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.17072015081605205,0.04016057372182944,0.0,1,-0.22491815530106074
38,9/17/2022,CONTOSO,ACC-02,3 - Network,152,"9/17/2022, 11:25:50.940 PM","9/17/2022, 12:01:49.943 AM",152,0,1,1,2,1,1,2,1,1,1,84240997,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.04016057372182944,0.0,1,-0.28771438079605327
39,9/16/2022,CONTOSO,ACC-02,3 - Network,45,"9/16/2022, 10:04:50.720 PM","9/16/2022, 4:01:21.480 AM",45,0,1,1,1,1,1,1,1,1,1,65009240,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
40,9/10/2022,CONTOSO,ACC-02,3 - Network,100,"9/10/2022, 11:16:19.493 PM","9/10/2022, 12:14:09.460 AM",100,0,1,1,1,1,1,1,1,1,1,82930033,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
41,9/18/2022,CONTOSO,ACC-02,3 - Network,116,"9/18/2022, 10:49:56.493 PM","9/18/2022, 1:22:50.367 AM",116,0,1,2,3,1,1,3,1,1,2,77226126,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.3251383214012303,0.0,1,-0.17908997863476817
42,9/17/2022,CONTOSO,ACC-02,3 - Network,65,"9/17/2022, 11:25:56.393 PM","9/17/2022, 12:01:50.557 AM",65,0,1,1,1,1,1,1,1,1,1,84245836,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
43,9/14/2022,CONTOSO,ACC-02,3 - Network,82,"9/14/2022, 11:16:57.707 PM","9/14/2022, 12:05:27.307 AM",82,0,1,1,1,1,1,1,1,1,1,83490400,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
44,9/24/2022,CONTOSO,ACC-02,3 - Network,101,"9/24/2022, 7:22:17.377 PM","9/24/2022, 12:01:06.240 AM",101,0,1,1,1,1,1,1,1,1,1,69671137,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
45,9/8/2022,CONTOSO,ACC-02,3 - Network,84,"9/8/2022, 9:10:37.533 PM","9/8/2022, 5:34:02.800 AM",84,0,1,1,1,1,1,1,1,1,1,56194733,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
46,9/19/2022,CONTOSO,ACC-02,3 - Network,108,"9/19/2022, 11:29:06.607 PM","9/19/2022, 4:40:49.947 AM",108,0,1,1,1,1,1,1,1,1,1,67696660,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
47,9/18/2022,CONTOSO,ACC-02,3 - Network,88,"9/18/2022, 10:16:51.567 PM","9/18/2022, 1:22:49.997 AM",88,0,1,1,1,1,1,1,1,1,1,75241570,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
48,9/11/2022,CONTOSO,ACC-02,3 - Network,11076,"9/11/2022, 11:59:39.287 PM","9/11/2022, 12:00:13.730 AM",11076,0,1,1,2,1,1,2,1,1,1,86365557,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.34972845131608077,0.04016057372182944,0.0,1,-0.19765437005354702
49,9/12/2022,CONTOSO,ACC-02,3 - Network,70,"9/12/2022, 10:40:38.293 PM","9/12/2022, 12:10:29.790 AM",70,0,1,1,1,1,1,1,1,1,1,81008503,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
50,9/15/2022,CONTOSO,ACC-02,3 - Network,135,"9/15/2022, 11:46:10.587 PM","9/15/2022, 1:21:22.520 AM",135,0,1,1,1,1,1,1,1,1,1,80688067,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
51,9/20/2022,CONTOSO,ACC-02,3 - Network,139,"9/20/2022, 10:17:56.197 PM","9/20/2022, 12:19:00.897 AM",139,0,1,1,1,1,1,1,1,1,1,79135300,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
52,9/11/2022,CONTOSO,ACC-02,3 - Network,63,"9/11/2022, 11:23:50.800 PM","9/11/2022, 12:44:12.810 AM",63,0,1,1,1,1,1,1,1,1,1,81577990,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
53,9/9/2022,CONTOSO,ACC-02,3 - Network,80,"9/9/2022, 11:47:40.843 PM","9/9/2022, 12:10:29.720 AM",80,0,1,1,1,1,1,1,1,1,1,85031123,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.0,0.0,1,-0.37218636438900016
54,9/20/2022,CONTOSO,ACC-02,3 - Network,11266,"9/20/2022, 11:59:59.380 PM","9/20/2022, 12:00:00.433 AM",11266,0,1,2,3,2,1,3,1,2,2,86398947,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3572516864442282,0.3251383214012303,0.3665299117259381,1,-0.2548988816755437
55,9/19/2022,CONTOSO,ACC-02,3 - Network,8812,"9/19/2022, 11:59:26.387 PM","9/19/2022, 12:17:10.140 AM",8812,0,1,2,3,2,1,3,1,2,2,85336247,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.24833619990309064,0.3251383214012303,0.3665299117259381,1,-0.22706163619083675
56,9/8/2022,CONTOSO,ACC-02,3 - Network,12559,"9/8/2022, 11:59:58.600 PM","9/8/2022, 12:00:41.453 AM",12559,0,1,2,3,2,1,3,1,2,2,86357147,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.40525494162226006,0.3251383214012303,0.3665299117259381,1,-0.22540559471060223
57,9/7/2022,CONTOSO,ACC-02,3 - Network,4984,"9/7/2022, 11:59:54.797 PM","9/7/2022, 12:24:10.780 AM",4984,0,1,2,3,2,1,3,1,2,2,84944017,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.3251383214012303,0.3665299117259381,1,-0.21389077382874733
58,9/26/2022,CONTOSO,ACC-02,3 - Network,3782,"9/26/2022, 11:59:51.887 PM","9/26/2022, 12:12:44.463 AM",3782,0,1,2,3,2,1,3,1,2,2,85627424,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.0,0.3251383214012303,0.3665299117259381,1,-0.21389077382874733
59,9/22/2022,CONTOSO,ACC-02,3 - Network,11757,"9/22/2022, 11:59:35.677 PM","9/22/2022, 12:00:28.353 AM",11757,0,1,2,4,2,1,4,1,2,3,86347324,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3761104338767474,0.4957442190730652,0.3665299117259381,1,-0.12304112826178526
60,9/16/2022,CONTOSO,ACC-02,3 - Network,7598,"9/16/2022, 10:04:56.437 PM","9/16/2022, 12:00:08.150 AM",7598,0,1,2,3,2,1,3,1,2,2,79488287,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.18232516210814453,0.3251383214012303,0.3665299117259381,1,-0.22517021151654076
61,9/6/2022,CONTOSO,ACC-02,3 - Network,6481,"9/6/2022, 11:36:53.717 PM","9/6/2022, 12:31:23.347 AM",6481,0,1,2,3,2,1,3,1,2,2,83130370,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.11121270066368205,0.3251383214012303,0.3665299117259381,1,-0.2194398355664275
62,9/21/2022,CONTOSO,ACC-02,3 - Network,11267,"9/21/2022, 11:59:57.523 PM","9/21/2022, 12:00:00.003 AM",11267,0,1,2,3,2,1,3,1,2,2,86397520,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3572909396580658,0.3251383214012303,0.3665299117259381,1,-0.2548988816755437
63,9/13/2022,CONTOSO,ACC-02,3 - Network,9975,"9/13/2022, 11:59:33.960 PM","9/13/2022, 12:00:13.833 AM",9975,0,1,2,3,2,1,3,1,2,2,86360127,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3033644190235684,0.3251383214012303,0.3665299117259381,1,-0.243750798950771
64,9/23/2022,CONTOSO,ACC-02,3 - Network,5598,"9/23/2022, 11:59:41.980 PM","9/23/2022, 12:00:34.257 AM",5598,0,1,2,3,2,1,3,1,2,2,86347723,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.04538761193242404,0.3251383214012303,0.3665299117259381,1,-0.20816116396054907
65,9/14/2022,CONTOSO,ACC-02,3 - Network,10371,"9/14/2022, 11:59:47.520 PM","9/14/2022, 12:00:33.997 AM",10371,0,1,2,3,2,1,3,1,2,2,86353523,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3206157684935762,0.3251383214012303,0.3665299117259381,1,-0.24619679457611093
