,Date,DstDomain,DstUser,LogonTypeName,AttemptedLogons,MAX_TimeGenerated [UTC],MIN_TimeGenerated [UTC],SuccessfulLogons,FailedLogons,ComputerDomainsAccessed,DistinctAuthenticationPackage,ComputersAccessed,DistinctSrcIp,DistinctSrcHostName,ComputersSuccessfulAccess,ComputerDomainsSuccessfulAccess,SrcIpSuccessfulAccess,SrcHostNameSuccessfulAccess,ActiveMilliseconds,FailedLogons_mean,SuccessfulLogons_mean,ComputersSuccessfulAccess_mean,SrcIpSuccessfulAccess_mean,FailedLogons_std,SuccessfulLogons_std,ComputersSuccessfulAccess_std,SrcIpSuccessfulAccess_std,FailedLogons_zscore,SuccessfulLogons_zscore,ComputersSuccessfulAccess_zscore,SrcIpSuccessfulAccess_zscore,anomaly,score
66,9/15/2022,CONTOSO,ACC-02,3 - Network,11657,"9/15/2022, 11:59:51.980 PM","9/15/2022, 12:00:20.397 AM",11657,0,1,2,3,2,1,3,1,2,2,86371583,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.372335387813405,0.3251383214012303,0.3665299117259381,1,-0.2533026848228475
67,9/9/2022,CONTOSO,ACC-02,3 - Network,12157,"9/9/2022, 11:59:51.220 PM","9/9/2022, 12:00:00.740 AM",12157,0,1,2,3,2,1,3,1,2,2,86390480,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3908907918591738,0.3251383214012303,0.3665299117259381,1,-0.247232582398986
68,9/12/2022,CONTOSO,ACC-02,3 - Network,12011,"9/12/2022, 11:59:33.927 PM","9/12/2022, 12:00:03.850 AM",12011,0,1,2,3,2,1,3,1,2,2,86370077,0.0,5062.5952380952385,1.9047619047619047,1.3571428571428572,0.0,4860.0168827345215,0.9830148699846394,0.4849656045851726,0.0,0.3855540742399395,0.3251383214012303,0.3665299117259381,1,-0.24970244574774852
69,9/22/2022,CONTOSO,ACC-03,3 - Network,3,"9/22/2022, 2:35:21.490 AM","9/22/2022, 2:32:32.923 AM",3,0,1,1,1,1,1,1,1,1,1,168567,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
70,9/22/2022,CONTOSO,ACC-03,3 - Network,26,"9/22/2022, 3:41:42.313 AM","9/22/2022, 12:37:07.793 AM",26,0,1,1,2,1,1,2,1,1,1,11074520,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.20148617360806167,0.0,1,-0.27148481471496544
71,9/8/2022,CONTOSO,ACC-03,3 - Network,23,"9/8/2022, 2:44:06.460 AM","9/8/2022, 12:09:53.223 AM",23,0,1,1,2,1,1,2,1,1,1,9253237,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.20148617360806167,0.0,1,-0.27148481471496544
72,9/21/2022,CONTOSO,ACC-03,3 - Network,79,"9/21/2022, 11:51:45.693 AM","9/21/2022, 12:02:02.273 AM",79,0,1,1,3,1,1,3,1,1,1,42583420,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.13620832108547645,0.5265078195435939,0.0,1,-0.11678540524187031
73,9/16/2022,CONTOSO,ACC-03,3 - Network,68,"9/16/2022, 8:04:15.153 AM","9/16/2022, 12:08:14.970 AM",68,0,1,1,2,1,1,2,1,1,1,28560183,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.07455298787324531,0.20148617360806167,0.0,1,-0.22445183054721135
74,9/19/2022,CONTOSO,ACC-03,3 - Network,2,"9/19/2022, 10:17:29.497 PM","9/19/2022, 10:17:29.480 PM",2,0,1,1,1,1,1,1,1,1,1,17,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
75,9/18/2022,CONTOSO,ACC-03,3 - Network,15,"9/18/2022, 11:58:56.583 PM","9/18/2022, 9:39:39.973 PM",15,0,1,1,1,1,1,1,1,1,1,8356610,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
76,9/24/2022,CONTOSO,ACC-03,3 - Network,16,"9/24/2022, 11:09:49.473 PM","9/24/2022, 10:50:09.907 PM",16,0,1,1,1,1,1,1,1,1,1,1179566,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
77,9/14/2022,CONTOSO,ACC-03,3 - Network,1,"9/14/2022, 10:55:11.863 PM","9/14/2022, 10:55:11.863 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
78,9/24/2022,CONTOSO,ACC-03,3 - Network,1,"9/24/2022, 11:09:41.230 PM","9/24/2022, 11:09:41.230 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
79,9/20/2022,CONTOSO,ACC-03,3 - Network,1,"9/20/2022, 8:53:23.500 PM","9/20/2022, 8:53:23.500 PM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
80,9/26/2022,CONTOSO,ACC-03,3 - Network,1,"9/26/2022, 6:40:19.683 AM","9/26/2022, 6:40:19.683 AM",1,0,1,1,1,1,1,1,1,1,1,0,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.0,1,-0.37218636438900016
81,9/26/2022,CONTOSO,ACC-03,3 - Network,106,"9/26/2022, 11:58:47.540 PM","9/26/2022, 1:00:49.527 AM",106,0,1,1,2,2,1,2,1,2,1,82678013,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.25837785742397984,0.20148617360806167,0.11232443790445375,1,-0.22561499700069543
82,9/7/2022,CONTOSO,ACC-03,3 - Network,79,"9/7/2022, 11:27:22.787 PM","9/7/2022, 12:25:09.560 AM",79,0,1,1,2,2,1,2,1,2,1,82933227,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.13620832108547645,0.20148617360806167,0.11232443790445375,1,-0.22980113820876663
83,9/19/2022,CONTOSO,ACC-03,3 - Network,86,"9/19/2022, 11:32:46.507 PM","9/19/2022, 12:25:09.920 AM",86,0,1,1,2,2,1,2,1,2,1,83256587,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.171326779004819,0.20148617360806167,0.11232443790445375,1,-0.23655837935250335
84,9/14/2022,CONTOSO,ACC-03,3 - Network,100,"9/14/2022, 11:58:26.427 PM","9/14/2022, 12:04:33.787 AM",100,0,1,1,2,2,1,2,1,2,1,86032640,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.23404424092138804,0.20148617360806167,0.11232443790445375,1,-0.23415495226229194
85,9/11/2022,CONTOSO,ACC-03,3 - Network,49,"9/11/2022, 11:53:13.060 PM","9/11/2022, 9:15:19.593 AM",49,0,1,1,2,2,1,2,1,2,1,52673467,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.20148617360806167,0.11232443790445375,1,-0.21930199653685223
86,9/12/2022,CONTOSO,ACC-03,3 - Network,3,"9/12/2022, 11:56:06.897 PM","9/12/2022, 11:20:05.270 PM",3,0,1,1,1,2,1,1,1,2,1,2161627,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.0,0.0,0.11232443790445375,1,-0.25084488322586745
87,9/20/2022,CONTOSO,ACC-03,3 - Network,62,"9/20/2022, 11:18:47.380 PM","9/20/2022, 12:06:49.230 AM",62,0,1,1,2,3,1,2,1,3,1,83518150,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.03682633189657325,0.20148617360806167,0.3937182129373856,1,-0.20873533741249273
88,9/6/2022,CONTOSO,ACC-03,3 - Network,111,"9/6/2022, 11:53:40.580 PM","9/6/2022, 12:18:09.957 AM",111,0,1,1,2,3,1,2,1,3,1,84930623,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.27766362137212697,0.20148617360806167,0.3937182129373856,1,-0.22998155972142637
89,9/13/2022,CONTOSO,ACC-03,3 - Network,91,"9/13/2022, 11:32:32.650 PM","9/13/2022, 12:25:10.113 AM",91,0,1,1,2,3,1,2,1,3,1,83242537,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.1947791911192215,0.20148617360806167,0.3937182129373856,1,-0.22169873861848205
90,9/25/2022,CONTOSO,ACC-03,3 - Network,269,"9/25/2022, 11:50:54.883 PM","9/25/2022, 12:12:15.350 AM",269,0,1,1,2,3,1,2,1,3,1,85119533,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.6528814513256515,0.20148617360806167,0.3937182129373856,1,-0.05538367789172305
91,9/12/2022,CONTOSO,ACC-03,3 - Network,108,"9/12/2022, 11:52:24.730 PM","9/12/2022, 12:25:10.000 AM",108,0,1,1,2,3,1,2,1,3,1,84434730,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.2661952307784533,0.20148617360806167,0.3937182129373856,1,-0.2319035790274412
92,9/15/2022,CONTOSO,ACC-03,3 - Network,59,"9/15/2022, 11:37:06.613 PM","9/15/2022, 12:13:13.240 AM",59,0,1,1,2,3,1,2,1,3,1,84233373,0.0,56.625,1.6666666666666667,1.75,0.0,60.73807809302812,0.5646597025732799,0.8469895538599198,0.0,0.016658316082734357,0.20148617360806167,0.3937182129373856,1,-0.20215440552305514
93,9/6/2022,CONTOSO,SRVACC-04,3 - Network,7570,"9/6/2022, 11:59:13.333 PM","9/6/2022, 12:01:02.680 AM",7570,0,1,2,18,131,1,18,1,131,2,86290653,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.4398280687248879,0.0,0.0,1,-0.12213409372008988
94,9/7/2022,CONTOSO,SRVACC-04,3 - Network,7721,"9/7/2022, 11:59:39.580 PM","9/7/2022, 12:00:20.190 AM",7721,0,1,2,22,131,1,22,1,131,6,86359390,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.4569484083311635,0.3728847626202586,0.0,1,-0.05224855009239038
95,9/8/2022,CONTOSO,SRVACC-04,3 - Network,7764,"9/8/2022, 11:59:15.273 PM","9/8/2022, 12:00:34.087 AM",7764,0,1,2,23,154,1,23,1,154,8,86321186,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.46170277292842726,0.4319923784418093,0.25495353509871255,1,-0.02635398621971019
96,9/9/2022,CONTOSO,SRVACC-04,3 - Network,7265,"9/9/2022, 11:58:41.417 PM","9/9/2022, 12:00:05.570 AM",7265,0,1,2,18,136,1,18,1,136,2,86315847,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.403041700072444,0.0,0.0374232864424976,1,-0.12454146177092751
97,9/10/2022,CONTOSO,SRVACC-04,3 - Network,5758,"9/10/2022, 11:59:56.483 PM","9/10/2022, 12:00:49.550 AM",5758,0,1,2,25,144,1,25,1,144,10,86346933,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.15373815929203077,0.5304595284511687,0.14766511246643815,1,-0.018814196281011775
98,9/11/2022,CONTOSO,SRVACC-04,3 - Network,4368,"9/11/2022, 11:59:45.793 PM","9/11/2022, 12:00:39.570 AM",4368,0,1,2,17,137,1,17,1,137,4,86346223,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.05283371432264196,1,-0.21536790088614816
99,9/12/2022,CONTOSO,SRVACC-04,3 - Network,4401,"9/12/2022, 11:59:14.803 PM","9/12/2022, 12:01:30.463 AM",4401,0,1,2,16,100,1,16,1,100,4,86264340,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0,1,-0.26513887850214746
100,9/13/2022,CONTOSO,SRVACC-04,3 - Network,3982,"9/13/2022, 11:59:31.160 PM","9/13/2022, 12:00:42.773 AM",3982,0,1,2,19,111,1,19,1,111,4,86328387,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.12309183497580202,0.0,1,-0.20270742118920249
101,9/14/2022,CONTOSO,SRVACC-04,3 - Network,4269,"9/14/2022, 11:59:30.963 PM","9/14/2022, 12:00:03.913 AM",4269,0,1,2,19,115,1,19,1,115,9,86367050,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.12309183497580202,0.0,1,-0.1006218124540118
102,9/15/2022,CONTOSO,SRVACC-04,3 - Network,4688,"9/15/2022, 11:59:54.670 PM","9/15/2022, 12:02:26.590 AM",4688,0,1,2,15,115,1,15,1,115,2,86248080,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0,1,-0.3039656720183532
103,9/16/2022,CONTOSO,SRVACC-04,3 - Network,6319,"9/16/2022, 11:59:49.110 PM","9/16/2022, 12:00:24.687 AM",5063,1256,1,2,48,278,24,18,1,131,6,86364423,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.7295136728375841,0.0,0.0,0.0,-1,0.00969216172052123
104,9/17/2022,CONTOSO,SRVACC-04,3 - Network,4712,"9/17/2022, 11:59:39.657 PM","9/17/2022, 12:00:43.163 AM",4712,0,1,2,22,122,1,22,1,122,10,86336494,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.3728847626202586,0.0,1,-0.054441490923051394
105,9/18/2022,CONTOSO,SRVACC-04,3 - Network,5546,"9/18/2022, 11:57:06.250 PM","9/18/2022, 12:02:09.883 AM",5545,1,1,2,17,184,1,17,1,184,5,86096367,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.10332351178024803,0.0,0.4741904205421279,1,-0.06723993095715708
106,9/19/2022,CONTOSO,SRVACC-04,3 - Network,4851,"9/19/2022, 11:58:56.207 PM","9/19/2022, 12:00:37.217 AM",4851,0,1,2,16,107,1,16,1,107,3,86298990,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0,1,-0.292661163156119
107,9/20/2022,CONTOSO,SRVACC-04,3 - Network,5007,"9/20/2022, 11:58:47.187 PM","9/20/2022, 12:00:47.520 AM",5007,0,1,2,18,126,1,18,1,126,6,86279667,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0,1,-0.2091776302407629
108,9/21/2022,CONTOSO,SRVACC-04,3 - Network,5072,"9/21/2022, 11:59:59.803 PM","9/21/2022, 12:00:20.397 AM",5072,0,1,2,16,137,1,16,1,137,2,86379406,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.05283371432264196,1,-0.2399133074433214
109,9/22/2022,CONTOSO,SRVACC-04,3 - Network,5044,"9/22/2022, 11:56:30.080 PM","9/22/2022, 12:00:00.600 AM",5044,0,1,2,17,139,1,17,1,139,7,86189480,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0821051708946313,1,-0.12508563918851068
110,9/23/2022,CONTOSO,SRVACC-04,3 - Network,5247,"9/23/2022, 11:58:17.993 PM","9/23/2022, 12:00:49.220 AM",5247,0,1,2,16,196,1,16,1,196,3,86248773,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.021243300225179455,0.0,0.5381060573579055,1,-0.07789486826678116
111,9/24/2022,CONTOSO,SRVACC-04,3 - Network,3907,"9/24/2022, 11:59:11.587 PM","9/24/2022, 12:03:18.970 AM",3907,0,1,2,14,134,1,14,1,134,3,86152617,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.004858101922954254,1,-0.25014039873465344
112,9/25/2022,CONTOSO,SRVACC-04,3 - Network,3694,"9/25/2022, 11:59:02.250 PM","9/25/2022, 12:00:06.423 AM",3688,6,1,2,20,165,1,19,1,165,5,86335827,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.12309183497580202,0.3486483992413885,1,-0.12001192198778188
113,9/26/2022,CONTOSO,SRVACC-04,3 - Network,2829,"9/26/2022, 11:59:10.847 PM","9/26/2022, 12:00:33.433 AM",2829,0,1,2,14,93,1,14,1,93,3,86317414,60.142857142857146,5178.619047619048,18.047619047619047,133.71428571428572,274.0084461680489,1364.0570177302147,2.906478805637339,25.399100096544476,0.0,0.0,0.0,0.0,1,-0.292661163156119
114,9/20/2022,CONTOSO,SVC-ACC-02,3 - Network,3189,"9/20/2022, 11:59:44.270 PM","9/20/2022, 12:02:59.727 AM",3189,0,1,1,4,1,1,4,1,1,4,86204543,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.20664404252470492,0.6989700043360189,0.3010299956639812,1,-0.22452124109193877
115,9/19/2022,CONTOSO,SVC-ACC-02,3 - Network,765,"9/19/2022, 11:59:52.017 PM","9/19/2022, 12:04:22.910 AM",765,0,1,1,4,1,1,4,1,1,4,86129107,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
116,9/8/2022,CONTOSO,SVC-ACC-02,3 - Network,2780,"9/8/2022, 11:59:55.627 PM","9/8/2022, 12:00:17.903 AM",2780,0,1,1,4,1,1,4,1,1,4,86377724,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.1218768667350912,0.6989700043360189,0.3010299956639812,1,-0.21532862076000137
117,9/7/2022,CONTOSO,SVC-ACC-02,3 - Network,2905,"9/7/2022, 11:58:26.850 PM","9/7/2022, 12:00:03.350 AM",2905,0,1,1,4,1,1,4,1,1,4,86303500,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.14958204452319263,0.6989700043360189,0.3010299956639812,1,-0.2284250996431964
118,9/26/2022,CONTOSO,SVC-ACC-02,3 - Network,3693,"9/26/2022, 11:59:33.080 PM","9/26/2022, 12:00:10.837 AM",3693,0,1,1,4,1,1,4,1,1,4,86362243,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.29247043050364013,0.6989700043360189,0.3010299956639812,1,-0.22252440278324315
119,9/10/2022,CONTOSO,SVC-ACC-02,3 - Network,492,"9/10/2022, 11:53:32.717 PM","9/10/2022, 12:02:08.517 AM",492,0,1,1,4,1,1,4,1,1,4,85884200,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
120,9/22/2022,CONTOSO,SVC-ACC-02,3 - Network,3563,"9/22/2022, 11:52:14.887 PM","9/22/2022, 12:00:40.073 AM",3563,0,1,1,4,1,1,4,1,1,4,85894814,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.27190348312336876,0.6989700043360189,0.3010299956639812,1,-0.2421979653438634
121,9/17/2022,CONTOSO,SVC-ACC-02,3 - Network,576,"9/17/2022, 11:59:26.723 PM","9/17/2022, 12:01:48.193 AM",576,0,1,1,4,1,1,4,1,1,4,86258530,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
122,9/16/2022,CONTOSO,SVC-ACC-02,3 - Network,3526,"9/16/2022, 11:59:41.163 PM","9/16/2022, 12:00:04.680 AM",3526,0,1,1,4,1,1,4,1,1,4,86376483,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.26586723766522236,0.6989700043360189,0.3010299956639812,1,-0.24187983593491397
123,9/6/2022,CONTOSO,SVC-ACC-02,3 - Network,3287,"9/6/2022, 11:59:43.397 PM","9/6/2022, 12:00:26.983 AM",3287,0,1,1,4,1,1,4,1,1,4,86356414,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.22471451436438047,0.6989700043360189,0.3010299956639812,1,-0.22719690169008722
124,9/21/2022,CONTOSO,SVC-ACC-02,3 - Network,3616,"9/21/2022, 11:59:32.673 PM","9/21/2022, 12:00:04.583 AM",3616,0,1,1,4,1,1,4,1,1,4,86368090,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.2804064015851112,0.6989700043360189,0.3010299956639812,1,-0.23659199149533788
125,9/13/2022,CONTOSO,SVC-ACC-02,3 - Network,3477,"9/13/2022, 11:59:51.777 PM","9/13/2022, 12:00:01.227 AM",3477,0,1,1,4,1,1,4,1,1,4,86390550,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.25774194187382693,0.6989700043360189,0.3010299956639812,1,-0.23541965650271202
126,9/18/2022,CONTOSO,SVC-ACC-02,3 - Network,597,"9/18/2022, 11:49:48.907 PM","9/18/2022, 12:05:47.950 AM",597,0,1,1,4,1,1,4,1,1,4,85440957,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
127,9/24/2022,CONTOSO,SVC-ACC-02,3 - Network,626,"9/24/2022, 11:49:38.110 PM","9/24/2022, 12:12:02.883 AM",626,0,1,1,4,1,1,4,1,1,4,85055227,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
128,9/23/2022,CONTOSO,SVC-ACC-02,3 - Network,591,"9/23/2022, 11:48:45.863 PM","9/23/2022, 12:05:58.983 AM",591,0,1,1,4,1,1,4,1,1,4,85366880,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
129,9/25/2022,CONTOSO,SVC-ACC-02,3 - Network,603,"9/25/2022, 11:59:40.057 PM","9/25/2022, 12:00:41.857 AM",602,1,1,1,4,1,1,4,1,1,4,86338200,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.7295177377539349,0.0,0.6989700043360189,0.3010299956639812,-1,0.023625284677810887
130,9/14/2022,CONTOSO,SVC-ACC-02,3 - Network,3931,"9/14/2022, 11:59:43.720 PM","9/14/2022, 12:00:47.457 AM",3931,0,1,1,4,1,1,4,1,1,4,86336263,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.32777170301558,0.6989700043360189,0.3010299956639812,1,-0.18590068440615415
131,9/15/2022,CONTOSO,SVC-ACC-02,3 - Network,4391,"9/15/2022, 11:59:58.133 PM","9/15/2022, 12:01:06.880 AM",4391,0,1,1,4,1,1,4,1,1,4,86331253,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.38880491415903473,0.6989700043360189,0.3010299956639812,1,-0.1356851330843325
132,9/9/2022,CONTOSO,SVC-ACC-02,3 - Network,2512,"9/9/2022, 11:51:56.897 PM","9/9/2022, 12:00:12.210 AM",2512,0,1,1,4,1,1,4,1,1,4,85904687,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.05575361933459868,0.6989700043360189,0.3010299956639812,1,-0.1934536593891844
133,9/12/2022,CONTOSO,SVC-ACC-02,3 - Network,2938,"9/12/2022, 11:59:51.167 PM","9/12/2022, 12:00:03.880 AM",2938,0,1,1,4,1,1,4,1,1,4,86387287,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.15661061323899647,0.6989700043360189,0.3010299956639812,1,-0.2279458816008933
134,9/11/2022,CONTOSO,SVC-ACC-02,3 - Network,572,"9/11/2022, 11:59:24.403 PM","9/11/2022, 12:14:50.670 AM",572,0,1,1,4,1,1,4,1,1,4,85473733,0.047619047619047616,2315.6666666666665,4.0,1.0,0.21821789023599236,1433.277514416986,0.0,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,1,-0.2482113289607178
